c0,c1,c2,c3,c4,c0_lambda,c1_lambda,c2_lambda,c3_lambda,c4_lambda,c0_type,c1_type,c2_type,#c0_smfish,#c1_smfish,#c2_smfish,#nuclei,#nucs_predicted,DAPI channel,GFP channel,#channels,original filename,signal,filename,status,ellipse,cropped_image_file,cropped_mask_file,crop_offset_x,crop_offset_y,is_dapi_stack,is_valid_final,unique_id,#c0_smfish_adj,#c1_smfish_adj,#c2_smfish_adj,is_male_batch,is_male,is_z_cropped,is_too_bleached,num_z_planes,tx,tx_desc,c0_saturation,c1_saturation,c2_saturation,c3_saturation,c4_saturation,first_slice,last_slice,ellipsoid
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,55.0,-1.0,176.0,-1.0,0.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series49,-1.0,RNAi_ama1_958,1.0,R_269x609_197x645_170x693_203x768_275x852_359x879_437x852_470x801_443x750_398x702_347x657,RNAi_ama1_958_cropped_4640.tif,RNAi_ama1_958_cropped_4640.mask.tif,130.0,569.0,1.0,1.0,-1.0,4.16,-1.0,189.43,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,2.42,71.01,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,698.0,-1.0,651.0,-1.0,1.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series49,-1.0,RNAi_ama1_958,1.0,R_815x216_746x234_719x291_743x363_833x423_908x435_956x390_965x318_941x243_902x219_851x204,RNAi_ama1_958_cropped_4639.tif,RNAi_ama1_958_cropped_4639.mask.tif,679.0,164.0,1.0,1.0,-1.0,720.12,-1.0,1075.64,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.2,95.05,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,298.0,-1.0,129.0,-1.0,0.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series49,-1.0,RNAi_ama1_958,1.0,R_599x99_554x195_605x279_698x282_770x243_845x189_839x90_797x48_695x54_614x96_599x75,RNAi_ama1_958_cropped_4638.tif,RNAi_ama1_958_cropped_4638.mask.tif,514.0,8.0,1.0,1.0,-1.0,383.5,-1.0,260.77,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.0,83.2,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,1437.0,-1.0,1938.0,-1.0,2.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series49,-1.0,RNAi_ama1_958,1.0,R_143x240_86x261_89x351_146x414_272x453_350x411_353x318_296x252_236x216_182x201,RNAi_ama1_958_cropped_4637.tif,RNAi_ama1_958_cropped_4637.mask.tif,46.0,161.0,1.0,1.0,-1.0,1502.16,-1.0,1964.83,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.15,93.26,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,666.0,-1.0,-1.0,-1.0,0.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series48,-1.0,RNAi_ama1_957,1.0,R_233x489_149x540_158x621_227x690_320x711_407x675_422x609_395x549_314x516,RNAi_ama1_957_cropped_4636.tif,RNAi_ama1_957_cropped_4636.mask.tif,109.0,449.0,1.0,1.0,-1.0,751.23,-1.0,-1.0,0.0,-1.0,0.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,4.1,73.17,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,891.0,-1.0,1276.0,55.0,1.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series48,-1.0,RNAi_ama1_957,1.0,R_287x369_260x405_236x462_302x525_416x537_497x477_485x402_428x342_353x342_302x360_317x348,RNAi_ama1_957_cropped_4635.tif,RNAi_ama1_957_cropped_4635.mask.tif,196.0,302.0,1.0,1.0,-1.0,872.07,-1.0,1273.05,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.46,74.45,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,1005.0,-1.0,1447.0,-1.0,2.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series48,-1.0,RNAi_ama1_957,1.0,R_224x135_170x297_185x393_233x432_302x378_341x279_344x180_308x120,RNAi_ama1_957_cropped_4634.tif,RNAi_ama1_957_cropped_4634.mask.tif,130.0,80.0,1.0,1.0,-1.0,1080.35,-1.0,1587.74,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.18,73.7,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,2.0,-1.0,405.0,-1.0,2.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series51,-1.0,RNAi_ama1_960,1.0,R_320x798_251x864_260x936_326x978_416x972_503x939_530x888_509x807_470x780_416x786_356x798,RNAi_ama1_960_cropped_4653.tif,RNAi_ama1_960_cropped_4653.mask.tif,211.0,740.0,1.0,1.0,-1.0,0.0,-1.0,502.9,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.91,69.6,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,1014.0,-1.0,2397.0,-1.0,0.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series51,-1.0,RNAi_ama1_960,1.0,R_239x213_206x240_188x330_215x372_311x384_377x354_431x294_425x219_395x177_353x165_308x171,RNAi_ama1_960_cropped_4655.tif,RNAi_ama1_960_cropped_4655.mask.tif,148.0,125.0,1.0,1.0,-1.0,960.37,-1.0,2747.02,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.46,70.13,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,301.0,-1.0,56.0,-1.0,2.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series47,-1.0,RNAi_ama1_956,1.0,R_158x588_83x618_65x687_116x759_188x828_278x831_326x804_350x744_323x684_257x633_191x609,RNAi_ama1_956_cropped_4632.tif,RNAi_ama1_956_cropped_4632.mask.tif,25.0,548.0,1.0,1.0,-1.0,320.38,-1.0,115.61,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,3.31,95.93,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,1005.0,-1.0,902.0,-1.0,2.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series53,-1.0,RNAi_ama1_962,1.0,R_860x309_821x378_818x453_872x507_956x495_998x408_1010x312_977x267_920x264,RNAi_ama1_962_cropped_4669.tif,RNAi_ama1_962_cropped_4669.mask.tif,778.0,224.0,1.0,1.0,-1.0,1050.2,-1.0,983.23,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.93,93.52,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,927.0,-1.0,215.0,-1.0,2.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series56,-1.0,RNAi_ama1_965,1.0,R_452x348_428x390_416x477_470x552_578x561_656x570_722x504_737x414_668x345_596x345_548x315,RNAi_ama1_965_cropped_4678.tif,RNAi_ama1_965_cropped_4678.mask.tif,376.0,275.0,1.0,1.0,-1.0,795.7,-1.0,425.17,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.95,84.11,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,165.0,-1.0,641.0,-1.0,1.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series55,-1.0,RNAi_ama1_964,1.0,R_569x786_512x828_482x897_509x954_572x987_650x963_725x909_755x840_731x786_698x750_653x729_617x738,RNAi_ama1_964_cropped_4676.tif,RNAi_ama1_964_cropped_4676.mask.tif,442.0,689.0,1.0,1.0,-1.0,170.38,-1.0,707.5799999999997,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,8.09,83.71,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,397.0,-1.0,322.0,-1.0,1.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series55,-1.0,RNAi_ama1_964,1.0,R_395x663_338x639_278x660_251x720_272x804_353x852_446x906_500x888_539x813_518x756_464x714_413x657,RNAi_ama1_964_cropped_4675.tif,RNAi_ama1_964_cropped_4675.mask.tif,211.0,599.0,1.0,1.0,-1.0,247.95,-1.0,370.30000000000007,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.68,83.68,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,1767.0,-1.0,548.0,-1.0,1.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series55,-1.0,RNAi_ama1_964,1.0,R_392x462_347x534_314x591_353x645_443x669_512x651_581x597_626x540_623x477_590x426_545x396_488x393_437x405,RNAi_ama1_964_cropped_4674.tif,RNAi_ama1_964_cropped_4674.mask.tif,274.0,353.0,1.0,1.0,-1.0,1692.41,-1.0,536.61,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,3.21,84.24,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,2225.0,-1.0,846.0,-1.0,0.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series55,-1.0,RNAi_ama1_964,1.0,E_-0.8360027465814523_-0.12869955024692442_-0.48460820336971744_187.71959579218634_237.3169157874732_-126229.61538053627,RNAi_ama1_964_cropped_4673.tif,RNAi_ama1_964_cropped_4673.mask.tif,7.0,266.0,1.0,1.0,-1.0,2484.84,-1.0,846.48,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.34,94.92,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,703.0,-1.0,980.0,-1.0,1.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series54,-1.0,RNAi_ama1_963,1.0,R_71x483_47x534_65x582_101x639_179x660_245x645_287x600_260x549_227x492_179x468_125x459,RNAi_ama1_963_cropped_4672.tif,RNAi_ama1_963_cropped_4672.mask.tif,7.0,419.0,1.0,1.0,-1.0,692.66,-1.0,1016.47,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.72,87.7,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,1619.0,-1.0,1685.0,-1.0,2.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series54,-1.0,RNAi_ama1_963,1.0,E_-0.3899385575976557_-0.143429201532395_-0.8750201014204066_309.38899085030533_282.7714491601657_-272523.3136087889,RNAi_ama1_963_cropped_4671.tif,RNAi_ama1_963_cropped_4671.mask.tif,533.0,68.0,1.0,1.0,-1.0,1436.52,-1.0,1635.82,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.46,93.09,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,15.0,-1.0,114.0,-1.0,4.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series53,-1.0,RNAi_ama1_962,1.0,R_797x744_755x792_761x855_815x918_890x945_965x888_965x810_914x753_872x729,RNAi_ama1_962_cropped_4670.tif,RNAi_ama1_962_cropped_4670.mask.tif,715.0,689.0,1.0,1.0,-1.0,30.84,-1.0,122.65,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,3.82,66.73,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,627.0,-1.0,551.0,-1.0,2.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series53,-1.0,RNAi_ama1_962,1.0,R_719x177_740x249_782x309_833x330_893x288_932x216_941x123_911x63_851x51_779x84_752x129,RNAi_ama1_962_cropped_4668.tif,RNAi_ama1_962_cropped_4668.mask.tif,679.0,11.0,1.0,1.0,-1.0,711.6400000000001,-1.0,650.73,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.66,93.55,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,313.0,-1.0,267.0,-1.0,0.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series51,-1.0,RNAi_ama1_960,1.0,R_782x444_734x495_734x588_800x642_902x645_962x624_992x594_1013x546_1007x492_965x450_911x429_866x429,RNAi_ama1_960_cropped_4656.tif,RNAi_ama1_960_cropped_4656.mask.tif,694.0,389.0,1.0,1.0,-1.0,306.11,-1.0,312.83,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.1,71.03,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,57.0,-1.0,707.0,-1.0,1.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series53,-1.0,RNAi_ama1_962,1.0,R_617x321_566x387_596x462_671x504_764x468_806x387_791x300_731x261_647x282,RNAi_ama1_962_cropped_4667.tif,RNAi_ama1_962_cropped_4667.mask.tif,526.0,221.0,1.0,1.0,-1.0,113.57,-1.0,731.1800000000003,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.67,68.62,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,108.0,-1.0,317.0,-1.0,2.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series53,-1.0,RNAi_ama1_962,1.0,R_122x159_104x219_125x300_203x324_284x264_329x171_329x81_293x45_227x45_173x69,RNAi_ama1_962_cropped_4666.tif,RNAi_ama1_962_cropped_4666.mask.tif,64.0,5.0,1.0,1.0,-1.0,91.96,-1.0,323.8300000000001,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,2.01,68.22,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,48.0,-1.0,654.0,-1.0,1.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series53,-1.0,RNAi_ama1_962,1.0,R_125x525_80x594_89x705_143x798_233x804_284x750_299x651_290x564_263x525_215x498_167x513,RNAi_ama1_962_cropped_4665.tif,RNAi_ama1_962_cropped_4665.mask.tif,40.0,458.0,1.0,1.0,-1.0,316.56,-1.0,1013.32,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.88,88.36,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,520.0,-1.0,397.0,-1.0,1.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series52,-1.0,RNAi_ama1_961,1.0,R_398x861_353x909_353x972_398x1020_467x1020_551x1017_614x996_650x945_632x873_599x837_536x840_488x846,RNAi_ama1_961_cropped_4662.tif,RNAi_ama1_961_cropped_4662.mask.tif,313.0,797.0,1.0,1.0,-1.0,561.91,-1.0,462.0,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.96,70.88,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,169.0,-1.0,684.0,-1.0,2.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series52,-1.0,RNAi_ama1_961,1.0,R_836x297_815x342_830x417_863x501_920x528_986x504_1013x459_1013x378_1004x318_980x246_950x216_893x222_848x234,RNAi_ama1_961_cropped_4661.tif,RNAi_ama1_961_cropped_4661.mask.tif,775.0,176.0,1.0,1.0,-1.0,150.88,-1.0,922.59,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.42,85.42,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,317.0,-1.0,205.0,-1.0,1.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series52,-1.0,RNAi_ama1_961,1.0,R_305x207_311x300_338x369_401x423_488x405_533x357_524x309_500x237_470x186_440x141_371x120_329x135_305x174,RNAi_ama1_961_cropped_4660.tif,RNAi_ama1_961_cropped_4660.mask.tif,265.0,80.0,1.0,1.0,-1.0,407.54,-1.0,243.5,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.89,69.75,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,417.0,-1.0,200.0,-1.0,0.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series52,-1.0,RNAi_ama1_961,1.0,R_200x420_137x402_80x423_47x459_26x516_32x597_95x633_185x645_260x612_314x561_317x486_278x450,RNAi_ama1_961_cropped_4659.tif,RNAi_ama1_961_cropped_4659.mask.tif,0.0,362.0,1.0,1.0,-1.0,368.19,-1.0,260.39,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.19,72.17,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,949.0,-1.0,705.0,-1.0,1.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series52,-1.0,RNAi_ama1_961,1.0,R_374x645_323x690_305x753_311x810_341x861_407x882_491x846_557x792_587x687_569x627_527x594_485x579_428x600,RNAi_ama1_961_cropped_4658.tif,RNAi_ama1_961_cropped_4658.mask.tif,265.0,539.0,1.0,1.0,-1.0,1026.86,-1.0,817.55,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.86,68.73,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,1321.0,-1.0,1078.0,-1.0,2.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series48,-1.0,RNAi_ama1_957,1.0,R_653x699_662x792_698x897_800x921_863x885_863x768_830x675_761x639_692x630_653x681,RNAi_ama1_957_cropped_4633.tif,RNAi_ama1_957_cropped_4633.mask.tif,613.0,590.0,1.0,1.0,-1.0,1311.25,-1.0,1006.14,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.17,96.57,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,228.0,-1.0,274.0,-1.0,3.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series47,-1.0,RNAi_ama1_956,1.0,R_602x501_521x561_548x633_626x741_698x786_785x768_806x687_788x603_725x519_674x486,RNAi_ama1_956_cropped_4631.tif,RNAi_ama1_956_cropped_4631.mask.tif,481.0,446.0,1.0,1.0,-1.0,340.1,-1.0,379.45000000000016,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,2.98,73.96,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,33.0,-1.0,-1.0,-1.0,5.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series38,-1.0,RNAi_ama1_947,1.0,E_-0.9801177444216385_0.0028998145016518647_-0.19833197264501784_154.81538286097305_56.115882029252965_-33044.027196544084,RNAi_ama1_947_cropped_4585.tif,RNAi_ama1_947_cropped_4585.mask.tif,31.0,50.0,1.0,1.0,-1.0,34.27,-1.0,-1.0,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,27.08,84.16,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,146.0,-1.0,311.0,-1.0,1.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series39,-1.0,RNAi_ama1_948,1.0,R_180x197_171x284_201x337_262x349_324x322_375x265_405x188_381x139_345x118_299x110_254x129_218x150,RNAi_ama1_948_cropped_4596.tif,RNAi_ama1_948_cropped_4596.mask.tif,131.0,70.0,1.0,1.0,-1.0,293.86,-1.0,379.51000000000016,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,3.99,80.84,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,2.0,-1.0,184.0,-1.0,2.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series40,-1.0,RNAi_ama1_949,1.0,R_271x589_226x593_176x631_182x665_214x718_262x761_299x780_352x780_394x767_413x744_411x686_373x644_335x623_299x600,RNAi_ama1_949_cropped_4604.tif,RNAi_ama1_949_cropped_4604.mask.tif,136.0,549.0,1.0,1.0,-1.0,0.0,-1.0,188.68,0.0,-1.0,0.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,4.06,80.61,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,288.0,-1.0,1340.0,-1.0,0.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series40,-1.0,RNAi_ama1_949,1.0,R_542x785_493x817_478x863_497x925_540x957_612x938_654x901_707x851_750x823_779x774_771x725_739x687_692x668_650x685_618x708_591x751_569x768,RNAi_ama1_949_cropped_4603.tif,RNAi_ama1_949_cropped_4603.mask.tif,438.0,628.0,1.0,1.0,-1.0,234.17,-1.0,1402.88,0.0,-1.0,0.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,3.15,81.78,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,208.0,-1.0,651.0,-1.0,2.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series40,-1.0,RNAi_ama1_949,1.0,R_400x579_378x623_387x679_414x721_450x759_491x797_523x797_554x787_593x753_616x719_620x685_591x636_546x609_518x573_480x556_442x547,RNAi_ama1_949_cropped_4602.tif,RNAi_ama1_949_cropped_4602.mask.tif,338.0,507.0,1.0,1.0,-1.0,219.59,-1.0,805.9200000000003,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,3.14,79.99,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,965.0,-1.0,340.0,-1.0,2.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series40,-1.0,RNAi_ama1_949,1.0,R_386x78_395x174_458x204_524x219_611x198_677x171_722x114_713x63_683x33_635x27_596x9_530x9_461x15_413x30,RNAi_ama1_949_cropped_4601.tif,RNAi_ama1_949_cropped_4601.mask.tif,346.0,0.0,1.0,1.0,-1.0,1076.79,-1.0,533.0799999999998,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,2.8,84.87,
Cy5,GoldFISH,mCherry,GFP,DAPI,670.0,566.0,610.0,507.0,461.0,sdc2.ex,sdc2.int,mdh1.ex,432.0,-1.0,587.0,-1.0,2.0,4.0,3.0,5.0,181212_n2_rnai.ama1_sdc2.ex_sdc2.int_mdh1.ex_001 series39,-1.0,RNAi_ama1_948,1.0,R_790x261_741x290_722x337_752x396_816x432_888x430_947x405_994x369_998x318_990x271_960x237_907x233_856x244_799x263_790x246,RNAi_ama1_948_cropped_4600.tif,RNAi_ama1_948_cropped_4600.mask.tif,682.0,193.0,1.0,1.0,-1.0,571.19,-1.0,700.3799999999999,0.0,-1.0,1.0,-1.0,91.0,-1.0,,0.0,0.0,0.0,0.0,0.0,2.11,80.14,
